0	0	5000	-30498.8050545550	0
200.165456006028	-15.2697100724168	5002.76183586669	-30498.8050545550	1
397.485665584484	-60.8950626598259	5011.08040315569	-30498.8050545550	2
587.298069787065	-136.062603310874	5025.00190227365	-30498.8050545550	3
765.156776470457	-239.262348941862	5044.56803002210	-30498.8050545550	4
926.929085061369	-368.337776116695	5069.81607170053	-30498.8050545550	5
1068.88213487113	-520.547342155777	5100.77899359337	-30498.8050545550	6
1187.75867562561	-692.635920539875	5137.48553568265	-30498.8050545550	7
1280.84115851813	-880.914514717942	5179.96030444079	-30498.8050545550	8
1346.00353237320	-1081.34660915301	5228.22386556910	-30498.8050545550	9
0	0	5000	26888.1205372641	0
198.359937650228	13.3787841332998	5000.02435759067	26888.1205372641	1
391.046195122415	53.0796734876873	5000.09708953887	26888.1205372641	2
574.528238801718	118.084294574964	5000.21768055967	26888.1205372641	3
745.412545034184	206.884805871962	5000.38560987565	26888.1205372641	4
900.513012023579	317.497405278254	5000.60035109860	26888.1205372641	5
1036.92103594198	447.486202990995	5000.86137210739	26888.1205372641	6
1152.07373447884	593.997761004155	5001.16813492175	26888.1205372641	7
1243.81868811431	753.806390048688	5001.52009557189	26888.1205372641	8
1310.47348164891	923.370055496860	5001.91670396373	26888.1205372641	9
0	0	5000	3361.34266048149	0
199.228941665882	1.67634891952520	4998.64414423902	3361.34266048149	1
396.853494671802	6.68724657499557	4994.59060382207	3361.34266048149	2
592.780274383078	15.0036782493474	4987.86091592895	3361.34266048149	3
786.915998319726	26.5941728192446	4978.47729531312	3361.34266048149	4
979.167540091309	41.4247656946617	4966.46264448961	3361.34266048149	5
1169.44198547461	59.4589613467074	4951.84056402108	3361.34266048149	6
1357.64669074295	80.6576954297197	4934.63536289982	3361.34266048149	7
1543.68934336264	104.979296505083	4914.87206902302	3361.34266048149	8
1727.47802517925	132.379447375800	4892.57643975851	3361.34266048149	9
0	0	5000	-27116.6014297550	0
202.014583792201	-13.6572640529274	5001.97605605956	-27116.6014297550	1
405.570291970221	-54.8404136206932	5007.97107090031	-27116.6014297550	2
606.998010873081	-123.497940425047	5018.08234678274	-27116.6014297550	3
802.754308533537	-219.109667436802	5032.40336864155	-27116.6014297550	4
989.471473678036	-340.727501872686	5051.02399171913	-27116.6014297550	5
1163.99913213407	-487.018718911085	5074.03061689785	-27116.6014297550	6
1323.43801640304	-656.310652060671	5101.50635474622	-27116.6014297550	7
1465.16649972380	-846.635860023649	5133.53117919370	-27116.6014297550	8
1586.86051905835	-1055.77700814679	5170.18207165989	-27116.6014297550	9
0	0	5000	20717.3443468811	0
197.293034321061	10.2684797082605	4999.47292302792	20717.3443468811	1
387.744636445595	40.6282086889050	4997.90863919045	20717.3443468811	2
569.235706042120	90.2280771602764	4995.33305771544	20717.3443468811	3
739.702115130263	157.964601037350	4991.77276613585	20717.3443468811	4
897.166350620031	242.476954840531	4987.25506495574	20717.3443468811	5
1039.77204642567	342.145435971766	4981.80800502044	20717.3443468811	6
1165.82127301269	455.094069502094	4975.46042787933	20717.3443468811	7
1273.81434289666	579.198140009512	4968.24200946882	20717.3443468811	8
1362.49175262796	712.097512532851	4960.18330748936	20717.3443468811	9
0	0	5000	2249.71870958359	0
